CLASSIFICAÇÃO;CNPJ;EMPRESA;CNPJ DATA;PORTE;COD. NATUREZA JURIDICA;CNAE;PORTARIA;DOU DATA;DESCRICAO;CAMPO;SECAO;DIVISAO;GRUPO;UF
EED;03.506.772/0001-98;AEROTRON INDUSTRIA E COMERCIO LTDA ;17/11/1999;DEMAIS;206-2;33.16-3-01;707;13/06/2016;Manutenção e reparação de aeronaves;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.1;MG
EED;03.506.772/0001-98;AEROTRON INDUSTRIA E COMERCIO LTDA ;17/11/1999;DEMAIS;206-2;46.14-1-00;707;13/06/2016;Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.1;MG
EED;03.506.772/0001-98;AEROTRON INDUSTRIA E COMERCIO LTDA ;17/11/1999;DEMAIS;206-2;46.69-9-99;707;13/06/2016;"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.6;MG
EED;03.711.334/0001-61;AGAEFE INDUSTRIA DE EQUIPAMENTOS LTDA;17/03/2000;DEMAIS;206-2;15.39-4-00;6133;18/12/2023;Fabricação de calçados de materiais não especificados anteriormente;INDÚSTRIAS DE TRANSFORMAÇÃO;C;15;15.3;MG
EED;03.711.334/0001-61;AGAEFE INDUSTRIA DE EQUIPAMENTOS LTDA;17/03/2000;DEMAIS;206-2;14.13-4-01;6133;18/12/2023;Confecção de roupas profissionais;INDÚSTRIAS DE TRANSFORMAÇÃO;C;14;14.1;MG
EED;03.711.334/0001-61;AGAEFE INDUSTRIA DE EQUIPAMENTOS LTDA;17/03/2000;DEMAIS;206-2;15.29-7-00 ;6133;18/12/2023;Fabricação de artefatos de couro não especificados anteriormente;INDÚSTRIAS DE TRANSFORMAÇÃO;C;15;15.2;MG
EED;03.711.334/0001-61;AGAEFE INDUSTRIA DE EQUIPAMENTOS LTDA;17/03/2000;DEMAIS;206-2;15.31-9-01;6133;18/12/2023;Fabricação de calçados de couro;INDÚSTRIAS DE TRANSFORMAÇÃO;C;15;15.3;MG
EED;03.711.334/0001-61;AGAEFE INDUSTRIA DE EQUIPAMENTOS LTDA;17/03/2000;DEMAIS;206-2;15.32-7-00;6133;18/12/2023;Fabricação de tênis de qualquer material;INDÚSTRIAS DE TRANSFORMAÇÃO;C;15;15.3;MG
EED;03.711.334/0001-61;AGAEFE INDUSTRIA DE EQUIPAMENTOS LTDA;17/03/2000;DEMAIS;206-2;15.33-5-00;6133;18/12/2023;Fabricação de calçados de material sintético;INDÚSTRIAS DE TRANSFORMAÇÃO;C;15;15.3;MG
EED;03.711.334/0001-61;AGAEFE INDUSTRIA DE EQUIPAMENTOS LTDA;17/03/2000;DEMAIS;206-2;15.40-8-00;6133;18/12/2023;Fabricação de partes para calçados, de qualquer material;INDÚSTRIAS DE TRANSFORMAÇÃO;C;15;15.4;MG
EED;03.711.334/0001-61;AGAEFE INDUSTRIA DE EQUIPAMENTOS LTDA;17/03/2000;DEMAIS;206-2;32.92-2-02;6133;18/12/2023;Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional;INDÚSTRIAS DE TRANSFORMAÇÃO;C;32;32.9;MG
EED;03.711.334/0001-61;AGAEFE INDUSTRIA DE EQUIPAMENTOS LTDA;17/03/2000;DEMAIS;206-2;46.41-9-01;6133;18/12/2023;Comércio atacadista de tecidos, artefatos de tecidos e de armarinho;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.4;MG
EED;03.711.334/0001-61;AGAEFE INDUSTRIA DE EQUIPAMENTOS LTDA;17/03/2000;DEMAIS;206-2;46.42-7-02;6133;18/12/2023;Comércio atacadista de artigos do vestuário e acessórios;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.4;MG
EED;03.711.334/0001-61;AGAEFE INDUSTRIA DE EQUIPAMENTOS LTDA;17/03/2000;DEMAIS;206-2;46.43-5-01;6133;18/12/2023;Comércio atacadista de calçados e artigos de viagem;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.4;MG
EED;03.711.334/0001-61;AGAEFE INDUSTRIA DE EQUIPAMENTOS LTDA;17/03/2000;DEMAIS;206-2;46.89-3-99;6133;18/12/2023;Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.8;MG
EED;03.711.334/0001-61;AGAEFE INDUSTRIA DE EQUIPAMENTOS LTDA;17/03/2000;DEMAIS;206-2;47.55-5-01;6133;18/12/2023;Comércio varejista especializado de tecidos e artigos de cama, mesa e banho;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.5;MG
EED;03.711.334/0001-61;AGAEFE INDUSTRIA DE EQUIPAMENTOS LTDA;17/03/2000;DEMAIS;206-2;47.81-4-00;6133;18/12/2023;Comércio varejista de artigos do vestuário e acessórios;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.8;MG
EED;03.711.334/0001-61;AGAEFE INDUSTRIA DE EQUIPAMENTOS LTDA;17/03/2000;DEMAIS;206-2;47.82-2-01;6133;18/12/2023;Comércio varejista de calçados e artigos de viagem;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.8;MG
EED;88.610.324/0001-92;AGRALE SOCIEDADE ANONIMA;01/08/1966;DEMAIS;205-4;28.31-3-00;1346;28/05/2014;Fabricação de tratores agrícolas;INDÚSTRIAS DE TRANSFORMAÇÃO;C;28;28.3;RS
EED;88.610.324/0001-92;AGRALE SOCIEDADE ANONIMA;01/08/1966;DEMAIS;205-4;46.23-1-06;1346;28/05/2014;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.2;RS
EED;04.246.702/0001-00;AIR NAV ENGENHARIA CONSULTORIA E PARTICIPACOES LTDA;24/01/2001;EPP;206-2;71.12-0-00;2340;06/05/2024;Serviços de engenharia;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.1;RJ
EED;04.246.702/0001-00;AIR NAV ENGENHARIA CONSULTORIA E PARTICIPACOES LTDA;24/01/2001;EPP;206-2;46.19-2-00;2340;06/05/2024;Representantes comerciais e agentes do comércio de mercadorias em geral não especializado;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.1;RJ
EED;04.246.702/0001-00;AIR NAV ENGENHARIA CONSULTORIA E PARTICIPACOES LTDA;24/01/2001;EPP;206-2;41.20-4-00;2340;06/05/2024;Construção de edifícios;CONSTRUÇÃO;F;41;41.2;RJ
EED;04.246.702/0001-00;AIR NAV ENGENHARIA CONSULTORIA E PARTICIPACOES LTDA;24/01/2001;EPP;206-2;95.12-6-00;2340;06/05/2024;Reparação e manutenção de equipamentos de comunicação;OUTRAS ATIVIDADES DE SERVIÇOS;S;95;95.1;RJ
EED;04.246.702/0001-00;AIR NAV ENGENHARIA CONSULTORIA E PARTICIPACOES LTDA;24/01/2001;EPP;206-2;95.21-5-00;2340;06/05/2024;Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico;OUTRAS ATIVIDADES DE SERVIÇOS;S;95;95.2;RJ
EED;04.246.702/0001-00;AIR NAV ENGENHARIA CONSULTORIA E PARTICIPACOES LTDA;24/01/2001;EPP;206-2;43.21-5-00;2340;06/05/2024;Instalações elétricas;CONSTRUÇÃO;F;43;43.2;RJ
EED;04.246.702/0001-00;AIR NAV ENGENHARIA CONSULTORIA E PARTICIPACOES LTDA;24/01/2001;EPP;206-2;41.10-7-00;2340;06/05/2024;Incorporação de empreendimentos imobiliários;CONSTRUÇÃO;F;41;41.1;RJ
EED;07.933.461/0001-66;AIRSHIP DO BRASIL INDUSTRIA E SERVICOS AEREOS ESPECIALIZADOS SA ;19/07/2005;DEMAIS;205-4;30.41-5-00;90;11/01/2018;Fabricação de aeronaves;INDÚSTRIAS DE TRANSFORMAÇÃO;C;30;30.4;SP
EED;07.933.461/0001-66;AIRSHIP DO BRASIL INDUSTRIA E SERVICOS AEREOS ESPECIALIZADOS SA ;19/07/2005;DEMAIS;205-4;64.62-0-00;90;11/01/2018;Holdings de instituições não-financeiras;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;K;64;64.6;SP
EED;07.933.461/0001-66;AIRSHIP DO BRASIL INDUSTRIA E SERVICOS AEREOS ESPECIALIZADOS SA ;19/07/2005;DEMAIS;205-4;68.10-2-02;90;11/01/2018;Atividades imobiliárias de imóveis próprios;ATIVIDADES IMOBILIÁRIAS;L;68;68.1;SP
EED;07.933.461/0001-66;AIRSHIP DO BRASIL INDUSTRIA E SERVICOS AEREOS ESPECIALIZADOS SA ;19/07/2005;DEMAIS;205-4;30.42-3-00 ;90;11/01/2018;Fabricação de turbinas, motores e outros componentes e peças para aeronaves;INDÚSTRIAS DE TRANSFORMAÇÃO;C;30;30.4;SP
EED;07.933.461/0001-66;AIRSHIP DO BRASIL INDUSTRIA E SERVICOS AEREOS ESPECIALIZADOS SA ;19/07/2005;DEMAIS;205-4;85.99-6-02;90;11/01/2018;Atividades de ensino não especificadas anteriormente;EDUCAÇÃO;P;85;85.9;SP
EED;07.933.461/0001-66;AIRSHIP DO BRASIL INDUSTRIA E SERVICOS AEREOS ESPECIALIZADOS SA ;19/07/2005;DEMAIS;205-4;33.16-3-01;90;11/01/2018;Manutenção e reparação de aeronaves;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.1;SP
EED;07.933.461/0001-66;AIRSHIP DO BRASIL INDUSTRIA E SERVICOS AEREOS ESPECIALIZADOS SA ;19/07/2005;DEMAIS;205-4;46.69-9-99;90;11/01/2018;"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.6;SP
EED;07.933.461/0001-66;AIRSHIP DO BRASIL INDUSTRIA E SERVICOS AEREOS ESPECIALIZADOS SA ;19/07/2005;DEMAIS;205-4;73.12-2-00;90;11/01/2018;Agenciamento de espaços para publicidade, exceto em veículos de comunicação;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;73;73.1;SP
EED;07.933.461/0001-66;AIRSHIP DO BRASIL INDUSTRIA E SERVICOS AEREOS ESPECIALIZADOS SA ;19/07/2005;DEMAIS;205-4;72.10-0-00;90;11/01/2018;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;72;72.1;SP
EED;07.933.461/0001-66;AIRSHIP DO BRASIL INDUSTRIA E SERVICOS AEREOS ESPECIALIZADOS SA ;19/07/2005;DEMAIS;205-4;71.19-7-99;90;11/01/2018;Atividades técnicas relacionadas à arquitetura e engenharia;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.1;SP
EED;07.933.461/0001-66;AIRSHIP DO BRASIL INDUSTRIA E SERVICOS AEREOS ESPECIALIZADOS SA ;19/07/2005;DEMAIS;205-4;01.61-0-01;90;11/01/2018;Atividades de apoio à agricultura;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;A;1;01.6;SP
EED;07.933.461/0001-66;AIRSHIP DO BRASIL INDUSTRIA E SERVICOS AEREOS ESPECIALIZADOS SA ;19/07/2005;DEMAIS;205-4;01.61-0-03;90;11/01/2018;Atividades de apoio à agricultura;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;A;1;01.6;SP
EED;07.933.461/0001-66;AIRSHIP DO BRASIL INDUSTRIA E SERVICOS AEREOS ESPECIALIZADOS SA ;19/07/2005;DEMAIS;205-4;59.11-1-01;90;11/01/2018;Atividades de produção cinematográfica, de vídeos e de programas de televisão;INFORMAÇÃO E COMUNICAÇÃO;J;59;59.1;SP
EED;07.933.461/0001-66;AIRSHIP DO BRASIL INDUSTRIA E SERVICOS AEREOS ESPECIALIZADOS SA ;19/07/2005;DEMAIS;205-4;71.19-7-02;90;11/01/2018;Atividades técnicas relacionadas à arquitetura e engenharia;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.1;SP
EED;07.933.461/0001-66;AIRSHIP DO BRASIL INDUSTRIA E SERVICOS AEREOS ESPECIALIZADOS SA ;19/07/2005;DEMAIS;205-4;71.19-7-01;90;11/01/2018;Atividades técnicas relacionadas à arquitetura e engenharia;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.1;SP
EED;07.933.461/0001-66;AIRSHIP DO BRASIL INDUSTRIA E SERVICOS AEREOS ESPECIALIZADOS SA ;19/07/2005;DEMAIS;205-4;33.16-3-02;90;11/01/2018;Manutenção e reparação de aeronaves;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.1;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;25.12-8-00;1346;28/05/2014;Fabricação de esquadrias de metal;INDÚSTRIAS DE TRANSFORMAÇÃO;C;25;25.1;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;25.39-0-01;1346;28/05/2014;Serviços de usinagem, solda, tratamento e revestimento em metais;INDÚSTRIAS DE TRANSFORMAÇÃO;C;25;25.3;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;25.43-8-00;1346;28/05/2014;Fabricação de ferramentas;INDÚSTRIAS DE TRANSFORMAÇÃO;C;25;25.4;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;27.21-0-00;1346;28/05/2014;Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores;INDÚSTRIAS DE TRANSFORMAÇÃO;C;27;27.2;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;27.22-8-01;1346;28/05/2014;Fabricação de baterias e acumuladores para veículos automotores;INDÚSTRIAS DE TRANSFORMAÇÃO;C;27;27.2;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;28.40-2-00;1346;28/05/2014;Fabricação de máquinas-ferramenta;INDÚSTRIAS DE TRANSFORMAÇÃO;C;28;28.4;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;28.69-1-00;1346;28/05/2014;Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente;INDÚSTRIAS DE TRANSFORMAÇÃO;C;28;28.6;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;29.30-1-01;1346;28/05/2014;Fabricação de cabines, carrocerias e reboques para veículos automotores;INDÚSTRIAS DE TRANSFORMAÇÃO;C;29;29.3;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;29.41-7-00;1346;28/05/2014;Fabricação de peças e acessórios para o sistema motor de veículos automotores;INDÚSTRIAS DE TRANSFORMAÇÃO;C;29;29.4;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;29.45-0-00 ;1346;28/05/2014;Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;INDÚSTRIAS DE TRANSFORMAÇÃO;C;29;29.4;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;30.41-5-00;1346;28/05/2014;Fabricação de aeronaves;INDÚSTRIAS DE TRANSFORMAÇÃO;C;30;30.4;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;30.42-3-00;1346;28/05/2014;Fabricação de turbinas, motores e outros componentes e peças para aeronaves;INDÚSTRIAS DE TRANSFORMAÇÃO;C;30;30.4;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;33.14-7-13;1346;28/05/2014;Manutenção e reparação de máquinas e equipamentos da indústria mecânica;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.1;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;33.16-3-01;1346;28/05/2014;Manutenção e reparação de aeronaves;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.1;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;33.16-3-02;1346;28/05/2014;Manutenção e reparação de aeronaves;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.1;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;33.21-0-00;1346;28/05/2014;Instalação de máquinas e equipamentos industriais;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.2;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;43.21-5-00;1346;28/05/2014;Instalações elétricas;CONSTRUÇÃO;F;43;43.2;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;43.99-1-02;1346;28/05/2014;Serviços especializados para construção não especificados anteriormente;CONSTRUÇÃO;F;43;43.9;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;46.63-0-00;1346;28/05/2014;"Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças";"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.6;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;46.69-9-99;1346;28/05/2014;"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.6;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;63.99-2-00;1346;28/05/2014;Outras atividades de prestação de serviços de informação não especificadas anteriormente;INFORMAÇÃO E COMUNICAÇÃO;J;63;63.9;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;64.62-0-00;1346;28/05/2014;Holdings de instituições não-financeiras;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;K;64;64.6;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;71.20-1-00;1346;28/05/2014;Testes e análises técnicas;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.2;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;72.10-0-00;1346;28/05/2014;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;72;72.1;SP
EED;65.047.250/0001-22;AKAER ENGENHARIA SA;27/03/1992;DEMAIS;205-4;82.99-7-99;1346;28/05/2014;Atividades de serviços prestados principalmente às empresas não especificadas anteriormente;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;N;82;82.9;SP
EED;30.898.800/0001-32;ALBATROSS INDUSTRIA AERONAUTICA LTDA;10/07/2018;DEMAIS;206-2;71.12-0-00;5576;12/12/2024;Serviços de engenharia;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.1;PR
EED;30.898.800/0001-32;ALBATROSS INDUSTRIA AERONAUTICA LTDA;10/07/2018;DEMAIS;206-2;26.32-9-00;5576;12/12/2024;Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação;INDÚSTRIAS DE TRANSFORMAÇÃO;C;26;26.3;PR
EED;30.898.800/0001-32;ALBATROSS INDUSTRIA AERONAUTICA LTDA;10/07/2018;DEMAIS;206-2;95.12-6-00;5576;12/12/2024;Reparação e manutenção de equipamentos de comunicação;OUTRAS ATIVIDADES DE SERVIÇOS;S;95;95.1;PR
EED;30.898.800/0001-32;ALBATROSS INDUSTRIA AERONAUTICA LTDA;10/07/2018;DEMAIS;206-2;33.29-5-99;5576;12/12/2024;Instalação de equipamentos não especificados anteriormente;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.2;PR
EED;04.571.587/0001-40;ALEGRA INDUSTRIA E COMERCIO LTDA;21/06/2001;DEMAIS;206-2;30.11-3-02;6133;18/12/2023;Construção de embarcações e estruturas flutuantes;INDÚSTRIAS DE TRANSFORMAÇÃO;C;30;30.1;AM
EED;04.571.587/0001-40;ALEGRA INDUSTRIA E COMERCIO LTDA;21/06/2001;DEMAIS;206-2;47.63-6-05;6133;18/12/2023;Comércio varejista de artigos recreativos e esportivos;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.6;AM
EED;04.571.587/0001-40;ALEGRA INDUSTRIA E COMERCIO LTDA;21/06/2001;DEMAIS;206-2;33.17-1-01;6133;18/12/2023;Manutenção e reparação de embarcações;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.1;AM
EED;04.571.587/0001-40;ALEGRA INDUSTRIA E COMERCIO LTDA;21/06/2001;DEMAIS;206-2;33.17-1-02;6133;18/12/2023;Manutenção e reparação de embarcações;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.1;AM
EED;04.571.587/0001-40;ALEGRA INDUSTRIA E COMERCIO LTDA;21/06/2001;DEMAIS;206-2;33.21-0-00;6133;18/12/2023;Instalação de máquinas e equipamentos industriais;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.2;AM
EED;04.571.587/0001-40;ALEGRA INDUSTRIA E COMERCIO LTDA;21/06/2001;DEMAIS;206-2;33.14-7-01;6133;18/12/2023;Manutenção e reparação de máquinas e equipamentos da indústria mecânica;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.1;AM
EED;04.571.587/0001-40;ALEGRA INDUSTRIA E COMERCIO LTDA;21/06/2001;DEMAIS;206-2;33.11-2-00;6133;18/12/2023;Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.1;AM
EED;04.571.587/0001-40;ALEGRA INDUSTRIA E COMERCIO LTDA;21/06/2001;DEMAIS;206-2;33.13-9-99;6133;18/12/2023;Manutenção e reparação de máquinas e equipamentos elétricos;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.1;AM
EED;04.571.587/0001-40;ALEGRA INDUSTRIA E COMERCIO LTDA;21/06/2001;DEMAIS;206-2;33.19-8-00;6133;18/12/2023;Manutenção e reparação de equipamentos e produtos não especificados anteriormente;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.1;AM
EED;13.364.958/0001-03;ALTAVE INDUSTRIA COMERCIO E EXPORTACAO DE AERONAVES SA ;02/03/2011;DEMAIS;205-4;30.41-5-00;3547;21/09/2018;Fabricação de aeronaves;INDÚSTRIAS DE TRANSFORMAÇÃO;C;30;30.4;SP
EED;13.364.958/0001-03;ALTAVE INDUSTRIA COMERCIO E EXPORTACAO DE AERONAVES SA ;02/03/2011;DEMAIS;205-4;46.69-9-99;3547;21/09/2018;"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.6;SP
EED;13.364.958/0001-03;ALTAVE INDUSTRIA COMERCIO E EXPORTACAO DE AERONAVES SA ;02/03/2011;DEMAIS;205-4;95.12-6-00;3547;21/09/2018;Reparação e manutenção de equipamentos de comunicação;OUTRAS ATIVIDADES DE SERVIÇOS;S;95;95.1;SP
EED;13.364.958/0001-03;ALTAVE INDUSTRIA COMERCIO E EXPORTACAO DE AERONAVES SA ;02/03/2011;DEMAIS;205-4;77.39-0-99;3547;21/09/2018;Aluguel de máquinas e equipamentos não especificados anteriormente;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;N;77;77.3;SP
EED;13.364.958/0001-03;ALTAVE INDUSTRIA COMERCIO E EXPORTACAO DE AERONAVES SA ;02/03/2011;DEMAIS;205-4;62.01-5-01;3547;21/09/2018;Desenvolvimento de programas de computador sob encomenda;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;SP
EED;13.364.958/0001-03;ALTAVE INDUSTRIA COMERCIO E EXPORTACAO DE AERONAVES SA ;02/03/2011;DEMAIS;205-4;62.09-1-00;3547;21/09/2018;Suporte técnico, manutenção e outros serviços em tecnologia da informação;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;SP
EED;18.910.028/0001-21;AMAZONIA AZUL TECNOLOGIAS DE DEFESA SA AMAZUL;18/09/2013;DEMAIS;201-1;72.10-0-00;1635;27/06/2014;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;72;72.1;SP
EED;10.834.525/0001-86;AMS KEPLER ENGENHARIA DE SISTEMAS LTDA MATRIZ;19/05/2009;DEMAIS;206-2;62.01-5-01;1346;28/05/2014;Desenvolvimento de programas de computador sob encomenda;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;RJ
EED;10.834.525/0001-86;AMS KEPLER ENGENHARIA DE SISTEMAS LTDA MATRIZ;19/05/2009;DEMAIS;206-2;62.04-0-00;1346;28/05/2014;Consultoria em tecnologia da informação;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;RJ
EED;10.834.525/0001-86;AMS KEPLER ENGENHARIA DE SISTEMAS LTDA MATRIZ;19/05/2009;DEMAIS;206-2;71.12-0-00;1346;28/05/2014;Serviços de engenharia;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.1;RJ
EED;10.834.525/0001-86;AMS KEPLER ENGENHARIA DE SISTEMAS LTDA MATRIZ;19/05/2009;DEMAIS;206-2;71.19-7-01 ;1346;28/05/2014;Atividades técnicas relacionadas à arquitetura e engenharia;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.1;RJ
EED;10.834.525/0001-86;AMS KEPLER ENGENHARIA DE SISTEMAS LTDA MATRIZ;19/05/2009;DEMAIS;206-2;72.10-0-00;1346;28/05/2014;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;72;72.1;RJ
EED;06.220.344/0001-92;ANATIN TINTAS LTDA;31/03/2004;EPP;206-2;20.71-1-00;1588;16/04/2020;Fabricação de tintas, vernizes, esmaltes e lacas;INDÚSTRIAS DE TRANSFORMAÇÃO;C;20;20.7;SP
EED;06.220.344/0001-92;ANATIN TINTAS LTDA;31/03/2004;EPP;206-2;46.79-6-01;1588;16/04/2020;Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.7;SP
